date,mode,cluster,endpoint,url,protocol,type,target_msg,threshold,total_samples,available_samples,unavailable_samples,availability_pct,downtime_minutes,min_value,note
2026-04-03,weekly,eu,MSM4,eu-enterprise.l1l5.skylark.swiftnav.com:2103,https:,Standard,1006,50,1406,1406,0,100.0,0.0,125.76,
2026-04-03,weekly,eu,MSM4,eu.all-freq.skylark.swiftnav.com:2101,http:,Standard,1006,50,1406,1406,0,100.0,0.0,87.84,
2026-04-03,weekly,eu,MSM4,eu.all-freq.skylark.swiftnav.com:2102,https:,Standard,1006,50,1406,1406,0,100.0,0.0,115.76,
2026-04-03,weekly,eu,MSM4,eu.l1l2.skylark.swiftnav.com:2101,http:,Standard,1006,50,1406,1404,2,99.858,2.0,128.76,
2026-04-03,weekly,eu,MSM4,eu.l1l2.skylark.swiftnav.com:2102,https:,Standard,1006,50,1406,1405,1,99.929,1.0,121.76,
2026-04-03,weekly,eu,MSM4,eu.l1l5.skylark.swiftnav.com:2101,http:,Standard,1006,50,1406,1406,0,100.0,0.0,137.76,
2026-04-03,weekly,eu,MSM4,eu.l1l5.skylark.swiftnav.com:2102,https:,Standard,1006,50,1406,1406,0,100.0,0.0,112.76,
2026-04-03,weekly,eu,MSM5,eu-enterprise.all-freq.skylark.swiftnav.com:2103,https:,Standard,1006,50,1406,1406,0,100.0,0.0,73.84,
2026-04-03,weekly,eu,MSM5,eu-enterprise.l1l2.skylark.swiftnav.com:2103,https:,Standard,1006,50,1406,1405,1,99.929,1.0,83.84,
2026-04-03,weekly,eu,MSM5,eu-enterprise.l1l5.skylark.swiftnav.com:2103,https:,Standard,1006,50,1406,1406,0,100.0,0.0,117.76,
2026-04-03,weekly,eu,MSM5,eu.all-freq.skylark.swiftnav.com:2101,http:,Standard,1006,50,1406,1406,0,100.0,0.0,128.76,
2026-04-03,weekly,eu,MSM5,eu.all-freq.skylark.swiftnav.com:2102,https:,Standard,1006,50,1406,1406,0,100.0,0.0,125.76,
2026-04-03,weekly,eu,MSM5,eu.l1l2.skylark.swiftnav.com:2101,http:,Standard,1006,50,1406,1404,2,99.858,2.0,135.76,
2026-04-03,weekly,eu,MSM5,eu.l1l2.skylark.swiftnav.com:2102,https:,Standard,1006,50,1406,1405,1,99.929,1.0,78.84,
2026-04-03,weekly,eu,MSM5,eu.l1l5.skylark.swiftnav.com:2101,http:,Standard,1006,50,1406,1406,0,100.0,0.0,137.76,
2026-04-03,weekly,eu,MSM5,eu.l1l5.skylark.swiftnav.com:2102,https:,Standard,1006,50,1406,1406,0,100.0,0.0,126.76,
2026-04-03,weekly,eu,MSM5-ZB,eu-enterprise.all-freq.skylark.swiftnav.com:2103,https:,Standard,1006,50,1406,1394,12,99.147,12.0,96.0,
2026-04-03,weekly,eu,MSM5-ZB,eu-enterprise.l1l2.skylark.swiftnav.com:2103,https:,Standard,1006,50,1406,1392,14,99.004,14.0,37.92,
2026-04-03,weekly,eu,MSM5-ZB,eu-enterprise.l1l5.skylark.swiftnav.com:2103,https:,Standard,1006,50,1406,1406,0,100.0,0.0,114.76,
2026-04-03,weekly,eu,MSM5-ZB,eu.all-freq.skylark.swiftnav.com:2101,http:,Standard,1006,50,1406,1394,12,99.147,12.0,127.76,
2026-04-03,weekly,eu,MSM5-ZB,eu.all-freq.skylark.swiftnav.com:2102,https:,Standard,1006,50,1406,1394,12,99.147,12.0,78.84,
2026-04-03,weekly,eu,MSM5-ZB,eu.l1l2.skylark.swiftnav.com:2101,http:,Standard,1006,50,1406,1392,14,99.004,14.0,72.0,
2026-04-03,weekly,eu,MSM5-ZB,eu.l1l2.skylark.swiftnav.com:2102,https:,Standard,1006,50,1406,1393,13,99.075,13.0,68.0,
2026-04-03,weekly,eu,MSM5-ZB,eu.l1l5.skylark.swiftnav.com:2101,http:,Standard,1006,50,1406,1406,0,100.0,0.0,137.76,
2026-04-03,weekly,eu,MSM5-ZB,eu.l1l5.skylark.swiftnav.com:2102,https:,Standard,1006,50,1406,1406,0,100.0,0.0,118.76,
2026-04-03,weekly,eu,NXRTK-ETRF2000-MSM5,eu-enterprise.all-freq.skylark.swiftnav.com:2103,https:,Standard,1006,50,1406,1406,0,100.0,0.0,139.73,
2026-04-03,weekly,eu,NXRTK-ETRF2000-MSM5,eu-enterprise.l1l2.skylark.swiftnav.com:2103,https:,Standard,1006,50,1406,1405,1,99.929,1.0,132.0,
2026-04-03,weekly,eu,NXRTK-ETRF2000-MSM5,eu-enterprise.l1l5.skylark.swiftnav.com:2103,https:,Standard,1006,50,1406,1406,0,100.0,0.0,139.76,
2026-04-03,weekly,eu,NXRTK-ETRF2000-MSM5,eu.all-freq.skylark.swiftnav.com:2101,http:,Standard,1006,50,1406,1406,0,100.0,0.0,139.76,
2026-04-03,weekly,eu,NXRTK-ETRF2000-MSM5,eu.all-freq.skylark.swiftnav.com:2102,https:,Standard,1006,50,1406,1406,0,100.0,0.0,120.0,
2026-04-03,weekly,eu,NXRTK-ETRF2000-MSM5,eu.l1l2.skylark.swiftnav.com:2101,http:,Standard,1006,50,1406,1404,2,99.858,2.0,140.73,
2026-04-03,weekly,eu,NXRTK-ETRF2000-MSM5,eu.l1l2.skylark.swiftnav.com:2102,https:,Standard,1006,50,1406,1405,1,99.929,1.0,139.76,
2026-04-03,weekly,eu,NXRTK-ETRF2000-MSM5,eu.l1l5.skylark.swiftnav.com:2101,http:,Standard,1006,50,1406,1406,0,100.0,0.0,142.79,
2026-04-03,weekly,eu,NXRTK-ETRF2000-MSM5,eu.l1l5.skylark.swiftnav.com:2102,https:,Standard,1006,50,1406,1406,0,100.0,0.0,140.73,
2026-04-03,weekly,eu,NXRTK-MSM5,eu-enterprise.all-freq.skylark.swiftnav.com:2103,https:,Standard,1006,50,1406,1406,0,100.0,0.0,1070.01,
2026-04-03,weekly,eu,NXRTK-MSM5,eu-enterprise.l1l2.skylark.swiftnav.com:2103,https:,Standard,1006,50,1406,1405,1,99.929,1.0,126.0,
2026-04-03,weekly,eu,NXRTK-MSM5,eu-enterprise.l1l5.skylark.swiftnav.com:2103,https:,Standard,1006,50,1406,1406,0,100.0,0.0,139.76,
2026-04-03,weekly,eu,NXRTK-MSM5,eu.all-freq.skylark.swiftnav.com:2101,http:,Standard,1006,50,1409,1409,0,100.0,0.0,60.0,
2026-04-03,weekly,eu,NXRTK-MSM5,eu.all-freq.skylark.swiftnav.com:2102,https:,Standard,1006,50,1409,1408,1,99.929,1.0,34.0,
2026-04-03,weekly,eu,NXRTK-MSM5,eu.l1l2.skylark.swiftnav.com:2101,http:,Standard,1006,50,1406,1404,2,99.858,2.0,138.73,
2026-04-03,weekly,eu,NXRTK-MSM5,eu.l1l2.skylark.swiftnav.com:2102,https:,Standard,1006,50,1406,1405,1,99.929,1.0,140.73,
2026-04-03,weekly,eu,NXRTK-MSM5,eu.l1l5.skylark.swiftnav.com:2101,http:,Standard,1006,50,1406,1406,0,100.0,0.0,138.76,
2026-04-03,weekly,eu,NXRTK-MSM5,eu.l1l5.skylark.swiftnav.com:2102,https:,Standard,1006,50,1406,1406,0,100.0,0.0,140.76,
2026-04-03,weekly,eu,NXRTK-RTCM31,eu-enterprise.all-freq.skylark.swiftnav.com:2103,https:,Standard,1006,50,1406,1406,0,100.0,0.0,139.73,
2026-04-03,weekly,eu,NXRTK-RTCM31,eu-enterprise.l1l2.skylark.swiftnav.com:2103,https:,Standard,1006,50,1406,1405,1,99.929,1.0,140.73,
2026-04-03,weekly,eu,NXRTK-RTCM31,eu-enterprise.l1l5.skylark.swiftnav.com:2103,https:,Standard,1006,50,1406,1406,0,100.0,0.0,139.73,
2026-04-03,weekly,eu,NXRTK-RTCM31,eu.all-freq.skylark.swiftnav.com:2101,http:,Standard,1006,50,1406,1406,0,100.0,0.0,120.0,
2026-04-03,weekly,eu,NXRTK-RTCM31,eu.all-freq.skylark.swiftnav.com:2102,https:,Standard,1006,50,1406,1406,0,100.0,0.0,139.79,
